City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Arman,59.7,150.1667,5.02,83,100,13.69,RU,2021-12-14 00:26:36
278,Sao Joao Da Barra,-21.6403,-41.0511,75.69,93,100,15.97,BR,2021-12-14 00:26:36
279,Shimoda,34.6667,138.95,50.36,78,99,3.69,JP,2021-12-14 00:26:37
280,Esperance,-33.8667,121.9,66.04,54,1,9.13,AU,2021-12-14 00:26:37
281,Arthur,39.7148,-88.4723,44.91,60,43,6.29,US,2021-12-14 00:26:37
282,Paratinga,-12.6906,-43.1842,75.09,76,100,2.86,BR,2021-12-14 00:26:38
283,Mityana,0.4175,32.0228,65.88,80,92,0.81,UG,2021-12-14 00:26:38
284,Zhezkazgan,47.8043,67.7144,3.18,78,0,6.71,KZ,2021-12-14 00:26:38
285,Mariental,-24.6333,17.9667,70.27,32,1,12.01,NA,2021-12-14 00:26:39
286,Betsiamites,48.9413,-68.646,37.8,99,100,6.02,CA,2021-12-14 00:26:39
287,Jonesboro,35.8423,-90.7043,51.57,71,1,5.99,US,2021-12-14 00:26:40
288,Ostroh,50.3294,26.5143,32.54,99,100,7.54,UA,2021-12-14 00:26:40
289,Arlit,18.7369,7.3853,68.04,10,31,6.96,NE,2021-12-14 00:26:41
290,Batagay-Alyta,67.8006,130.4114,-36.65,94,89,4.63,RU,2021-12-14 00:26:41
291,Mayna,54.1135,47.6231,23.47,61,100,11.79,RU,2021-12-14 00:26:41
292,Lahaina,20.8783,-156.6825,80.35,86,45,11.41,US,2021-12-14 00:26:42
293,Maturin,9.75,-63.1767,72.77,96,99,6.04,VE,2021-12-14 00:26:42
294,Hengyang,26.8881,112.615,50.02,82,91,2.08,CN,2021-12-14 00:26:42
295,Cockburn Town,21.4612,-71.1419,80.2,75,0,22.84,TC,2021-12-14 00:26:43
296,Abu Dhabi,24.4667,54.3667,69.96,62,7,9.35,AE,2021-12-14 00:26:28
297,Chimbote,-9.0853,-78.5783,68.36,82,41,9.46,PE,2021-12-14 00:26:43
298,Zhigansk,66.7697,123.3711,-31.18,97,92,10.27,RU,2021-12-14 00:26:44
299,Peringat,6.0333,102.2833,75.15,94,40,1.14,MY,2021-12-14 00:26:44
300,Sabha,27.0377,14.4283,46.72,54,0,8.77,LY,2021-12-14 00:26:45
301,Constitucion,-35.3333,-72.4167,55.54,79,100,14.16,CL,2021-12-14 00:26:45
302,Ahipara,-35.1667,173.1667,64.67,94,100,16.46,NZ,2021-12-14 00:26:45
303,Kavaratti,10.5669,72.642,82.06,72,99,8.77,IN,2021-12-14 00:26:46
304,College,64.8569,-147.8028,-31.02,76,20,3.44,US,2021-12-14 00:26:46
305,Cabo San Lucas,22.8909,-109.9124,78.51,68,20,1.01,MX,2021-12-14 00:26:47
306,Singkang,2.1006,102.7994,73.29,87,55,4.25,MY,2021-12-14 00:26:47
307,Lakes Entrance,-37.8811,147.981,76.15,64,99,4.18,AU,2021-12-14 00:26:47
308,Isangel,-19.55,169.2667,86.11,79,75,11.5,VU,2021-12-14 00:26:48
309,Sur,22.5667,59.5289,72.18,48,0,10.2,OM,2021-12-14 00:26:48
310,Necochea,-38.5473,-58.7368,58.03,77,0,7.07,AR,2021-12-14 00:26:48
311,Severodvinsk,64.5635,39.8302,19.51,96,99,7.07,RU,2021-12-14 00:26:49
312,San Patricio,28.017,-97.5169,68.09,86,100,5.41,US,2021-12-14 00:26:49
313,Tumkur,13.3422,77.1017,65.44,96,100,6.49,IN,2021-12-14 00:26:49
314,Zyryanka,65.75,150.85,-25.02,94,100,12.41,RU,2021-12-14 00:26:50
315,Manuk Mangkaw,4.8,119.85,81.9,78,98,5.91,PH,2021-12-14 00:26:50
316,Leningradskiy,69.3833,178.4167,-34.06,92,34,4.68,RU,2021-12-14 00:26:50
317,Salto,-31.3833,-57.9667,71.87,96,100,4.0,UY,2021-12-14 00:26:51
318,Thompson,55.7435,-97.8558,8.76,78,90,5.75,CA,2021-12-14 00:26:34
319,Changli,39.7042,119.1506,27.61,60,0,4.92,CN,2021-12-14 00:26:51
320,Pouebo,-20.4,164.5667,78.13,93,100,27.27,NC,2021-12-14 00:26:52
321,Chhindwara,22.0667,78.9333,55.8,70,0,3.04,IN,2021-12-14 00:26:52
322,Urumqi,43.801,87.6005,16.75,79,75,4.47,CN,2021-12-14 00:26:52
323,Longyearbyen,78.2186,15.6401,24.64,80,40,8.05,SJ,2021-12-14 00:27:53
324,Khani,41.9563,42.9566,42.37,38,90,7.31,GE,2021-12-14 00:27:53
325,Usinsk,65.9939,57.5281,11.23,94,100,15.3,RU,2021-12-14 00:27:54
326,Jiuquan,39.7432,98.5174,20.07,40,46,1.79,CN,2021-12-14 00:27:54
327,Buala,-8.145,159.5921,84.65,76,82,11.45,SB,2021-12-14 00:27:54
328,Nicoya,10.1483,-85.452,78.35,73,58,12.91,CR,2021-12-14 00:27:55
329,Kindersley,51.4668,-109.1682,24.58,73,75,11.5,CA,2021-12-14 00:27:55
330,Oliver,49.1831,-119.5524,37.31,87,100,5.75,CA,2021-12-14 00:27:55
331,Luanda,-8.8368,13.2343,77.0,88,40,5.75,AO,2021-12-14 00:27:56
332,Alice Springs,-23.7,133.8833,89.15,17,2,18.41,AU,2021-12-14 00:27:56
333,Saldanha,-33.0117,17.9442,60.85,80,4,24.11,ZA,2021-12-14 00:27:57
334,Charters Towers,-20.1,146.2667,85.8,39,17,7.99,AU,2021-12-14 00:27:57
335,Rantepao,-2.9701,119.8978,74.26,81,70,1.36,ID,2021-12-14 00:27:57
336,Xai-Xai,-25.0519,33.6442,77.09,87,100,5.14,MZ,2021-12-14 00:27:58
337,Palmer,42.1584,-72.3287,47.39,41,1,1.01,US,2021-12-14 00:27:58
338,Zatoka,46.0725,30.4654,39.74,83,100,18.07,UA,2021-12-14 00:27:58
339,Dunda,-8.1167,34.25,63.41,93,18,2.21,TZ,2021-12-14 00:27:59
340,Marau,-28.4492,-52.2,68.13,92,100,4.68,BR,2021-12-14 00:27:59
341,Morondava,-20.2833,44.2833,77.07,83,55,7.25,MG,2021-12-14 00:27:59
342,Laguna,38.421,-121.4238,53.92,91,90,7.0,US,2021-12-14 00:28:00
343,Camacha,33.0833,-16.3333,60.53,88,75,13.8,PT,2021-12-14 00:28:00
344,Lorengau,-2.0226,147.2712,82.71,82,100,5.3,PG,2021-12-14 00:28:01
345,Severo-Yeniseyskiy,60.3725,93.0408,-15.02,99,99,1.23,RU,2021-12-14 00:28:01
346,Esna,25.2934,32.554,70.41,43,96,8.19,EG,2021-12-14 00:28:01
347,Tura,25.5198,90.2201,55.78,81,1,3.29,IN,2021-12-14 00:28:02
348,Port-Gentil,-0.7193,8.7815,79.45,85,100,9.6,GA,2021-12-14 00:28:02
349,Aiquile,-18.2041,-65.1807,63.07,81,24,7.45,BO,2021-12-14 00:28:02
350,Saint-Pierre,-21.3393,55.4781,76.64,76,20,4.61,RE,2021-12-14 00:28:03
351,Sayyan,15.1718,44.3244,42.08,52,10,3.42,YE,2021-12-14 00:28:03
352,Selfoss,63.9331,-20.9971,39.49,91,100,14.25,IS,2021-12-14 00:28:04
353,Almeirim,-1.5233,-52.5817,81.03,70,100,2.48,BR,2021-12-14 00:28:04
354,Kenitra,34.261,-6.5802,54.73,89,100,4.18,MA,2021-12-14 00:28:04
355,Constantine,36.365,6.6147,36.81,93,0,0.0,DZ,2021-12-14 00:28:05
356,Tokmak,47.2514,35.7058,37.94,89,100,7.05,UA,2021-12-14 00:23:21
357,Maur,30.0833,75.25,50.14,55,0,4.32,IN,2021-12-14 00:28:05
358,Pemangkat,1.1667,108.9667,79.56,86,100,4.32,ID,2021-12-14 00:28:06
359,Dandong,40.1292,124.3947,28.11,93,95,5.06,CN,2021-12-14 00:28:06
360,Ambilobe,-13.2,49.05,72.43,82,19,3.27,MG,2021-12-14 00:28:06
361,Puri,19.8,85.85,61.32,70,92,7.2,IN,2021-12-14 00:28:07
362,Hamilton,39.1834,-84.5333,47.17,60,1,0.0,US,2021-12-14 00:25:46
363,Madras,13.0878,80.2785,80.96,85,40,4.0,IN,2021-12-14 00:28:07
364,Klaksvik,62.2266,-6.589,41.92,74,60,25.26,FO,2021-12-14 00:28:08
365,Ialibu,-6.2821,143.9935,65.03,83,89,3.24,PG,2021-12-14 00:28:08
366,Kattivakkam,13.2167,80.3167,81.07,85,97,15.48,IN,2021-12-14 00:28:08
367,Biryusinsk,55.9634,97.8235,-0.35,98,100,1.25,RU,2021-12-14 00:28:09
368,Comodoro Rivadavia,-45.8667,-67.5,60.66,72,75,5.75,AR,2021-12-14 00:28:09
369,Jumla,29.2747,82.1838,34.3,30,37,6.44,NP,2021-12-14 00:29:10
370,Palmeira Das Missoes,-27.8994,-53.3136,68.45,86,100,9.08,BR,2021-12-14 00:27:52
371,Vernon,50.2581,-119.2691,36.93,64,100,2.3,CA,2021-12-14 00:29:10
372,Sept-Iles,50.2001,-66.3821,26.06,79,90,2.3,CA,2021-12-14 00:26:33
373,Nhamunda,-2.1861,-56.7131,79.43,68,100,1.3,BR,2021-12-14 00:29:11
374,Salta,-24.7859,-65.4117,64.99,86,90,3.0,AR,2021-12-14 00:29:11
375,Aborlan,9.4352,118.5492,80.31,87,98,11.39,PH,2021-12-14 00:29:11
376,La Union,-5.4,-80.75,75.22,63,34,17.47,PE,2021-12-14 00:29:12
377,Kimbe,-5.5502,150.1429,86.74,68,79,4.47,PG,2021-12-14 00:29:12
378,Ancud,-41.8697,-73.8203,53.13,81,64,5.46,CL,2021-12-14 00:29:13
379,Mackay,-21.15,149.2,86.68,66,40,13.8,AU,2021-12-14 00:29:13
380,Cabedelo,-6.9811,-34.8339,83.07,77,88,12.21,BR,2021-12-14 00:29:14
381,San Lawrenz,36.0553,14.204,54.86,65,0,3.0,MT,2021-12-14 00:29:14
382,Jawhar,2.7809,45.5005,74.53,87,58,12.86,SO,2021-12-14 00:29:14
383,Mahebourg,-20.4081,57.7,75.49,88,40,9.22,MU,2021-12-14 00:29:15
384,Erdaojiang,41.7764,126.0319,17.91,94,61,2.82,CN,2021-12-14 00:29:15
385,Palauig,15.435,119.9045,80.1,61,68,6.49,PH,2021-12-14 00:29:16
386,Marawi,7.9986,124.2928,66.65,93,99,0.96,PH,2021-12-14 00:29:16
387,Vila,42.0304,-8.1588,43.32,92,2,4.07,PT,2021-12-14 00:29:16
388,Port Keats,-14.25,129.55,91.17,57,6,8.39,AU,2021-12-14 00:29:17
389,Santa Isabel Do Rio Negro,-0.4139,-65.0192,75.51,96,100,1.97,BR,2021-12-14 00:29:17
390,Batticaloa,7.7102,81.6924,78.82,80,92,8.03,LK,2021-12-14 00:29:17
391,Nelson,-41.2833,173.2833,61.81,95,100,1.39,NZ,2021-12-14 00:28:46
392,Araure,9.5601,-69.2148,79.61,62,73,8.28,VE,2021-12-14 00:29:18
393,Landerneau,48.4525,-4.2525,50.76,100,90,11.5,FR,2021-12-14 00:29:18
394,Sola,-13.8833,167.55,81.27,89,90,0.0,VU,2021-12-14 00:29:19
395,Rocha,-34.4833,-54.3333,65.14,72,100,6.51,UY,2021-12-14 00:29:19
396,Zavodouspenskoye,56.8626,65.0155,10.62,80,100,6.69,RU,2021-12-14 00:29:19
397,Namtsy,62.7161,129.6658,-30.89,94,56,6.51,RU,2021-12-14 00:29:20
398,Novikovo,51.1537,37.8879,29.34,83,100,7.23,RU,2021-12-14 00:29:20
399,Am Timan,11.0297,20.2827,77.58,24,50,5.08,TD,2021-12-14 00:29:21
400,Bilibino,68.0546,166.4372,-24.81,87,95,4.76,RU,2021-12-14 00:29:21
401,Tlacotepec,20.0667,-97.8667,59.25,95,69,1.79,MX,2021-12-14 00:29:21
402,Ossett,53.6798,-1.5801,46.22,73,100,1.97,GB,2021-12-14 00:29:22
403,Teguldet,57.3064,88.1667,0.34,98,100,1.63,RU,2021-12-14 00:29:22
404,Qasigiannguit,68.8193,-51.1922,25.05,80,21,2.84,GL,2021-12-14 00:29:22
405,Albion,42.2431,-84.753,42.03,77,1,3.44,US,2021-12-14 00:29:23
406,Qinzhou,21.95,108.6167,57.07,69,3,3.47,CN,2021-12-14 00:29:23
407,Ambon,-3.6954,128.1814,86.14,74,40,3.44,ID,2021-12-14 00:29:24
408,Saint-Michel-Des-Saints,46.6834,-73.9159,35.94,83,100,14.81,CA,2021-12-14 00:26:28
409,Inirida,3.8653,-67.9239,75.7,94,100,0.4,CO,2021-12-14 00:29:24
410,Hovd,48.0056,91.6419,7.03,74,82,4.45,MN,2021-12-14 00:29:24
411,Berlevag,70.8578,29.0864,34.79,84,99,14.7,NO,2021-12-14 00:29:25
412,Muborak,39.2553,65.1528,29.91,83,35,7.07,UZ,2021-12-14 00:29:25
413,Gubkinskiy,64.434,76.5026,-24.83,87,10,9.22,RU,2021-12-14 00:29:26
414,Alofi,-19.0595,-169.9187,82.29,69,6,6.91,NU,2021-12-14 00:30:26
415,Alvdal,62.1077,10.6307,13.84,97,91,4.03,NO,2021-12-14 00:30:26
416,Rajapolah,-7.221,108.1896,78.98,74,25,4.32,ID,2021-12-14 00:30:27
417,Haines Junction,60.7522,-137.5108,-32.85,75,96,0.0,CA,2021-12-14 00:30:27
418,Antalaha,-14.9003,50.2788,71.64,84,11,5.46,MG,2021-12-14 00:30:28
419,Sao Miguel Do Araguaia,-13.275,-50.1628,72.91,96,100,2.86,BR,2021-12-14 00:30:28
420,Saint Peter,13.25,-59.6167,79.36,80,100,18.79,BB,2021-12-14 00:30:29
421,Poum,-20.2333,164.0167,79.12,89,100,33.96,NC,2021-12-14 00:30:29
422,Mangaratiba,-22.9597,-44.0406,78.03,89,100,3.04,BR,2021-12-14 00:28:58
423,Nioro,13.35,-15.75,75.02,34,89,4.59,GM,2021-12-14 00:30:30
424,Fort Nelson,58.8053,-122.7002,-11.61,84,20,0.0,CA,2021-12-14 00:30:30
425,Iquique,-20.2208,-70.1431,66.24,83,64,4.16,CL,2021-12-14 00:30:30
426,Ternovka,51.678,41.6375,25.63,71,100,11.41,RU,2021-12-14 00:30:31
427,Rairangpur,22.2676,86.1751,57.67,75,81,0.69,IN,2021-12-14 00:30:31
428,Tartus,34.889,35.8866,68.41,48,100,10.22,SY,2021-12-14 00:30:31
429,Kahului,20.8947,-156.47,79.97,78,40,21.85,US,2021-12-14 00:25:35
430,Bambanglipuro,-7.95,110.2833,70.61,71,75,3.89,ID,2021-12-14 00:30:32
431,Hoquiam,46.9809,-123.8893,41.0,97,100,5.01,US,2021-12-14 00:30:32
432,Dwarka,22.2394,68.9678,70.95,41,0,12.84,IN,2021-12-14 00:30:33
433,Paka,4.6374,103.4368,75.13,94,40,0.0,MY,2021-12-14 00:30:33
434,Mullovka,54.2,49.4,22.82,68,100,12.37,RU,2021-12-14 00:30:33
435,Jiwani,25.05,61.7417,68.49,28,100,11.59,PK,2021-12-14 00:30:34
436,Ulladulla,-35.35,150.4667,82.76,60,59,6.44,AU,2021-12-14 00:30:34
437,Eskil,38.4017,33.4131,50.13,61,100,11.5,TR,2021-12-14 00:30:34
438,San Carlos De Bariloche,-41.1456,-71.3082,51.55,58,40,19.57,AR,2021-12-14 00:30:35
439,Rio Gallegos,-51.6226,-69.2181,55.45,35,75,20.71,AR,2021-12-14 00:25:56
440,Newport,51.5877,-2.9984,53.17,91,100,9.8,GB,2021-12-14 00:30:35
441,Aswan,24.0934,32.907,70.14,45,100,5.21,EG,2021-12-14 00:30:36
442,Kutum,14.2,24.6667,64.67,39,28,5.06,SD,2021-12-14 00:30:36
443,Pangnirtung,66.1451,-65.7125,-1.98,89,100,1.88,CA,2021-12-14 00:30:36
444,Christchurch,-43.5333,172.6333,67.91,69,100,4.0,NZ,2021-12-14 00:30:37
445,Monrovia,6.3005,-10.7969,78.39,86,79,5.03,LR,2021-12-14 00:30:37
446,Synya,65.3718,58.0387,13.01,92,100,9.95,RU,2021-12-14 00:30:38
447,Dibulla,11.2725,-73.3091,82.42,71,58,5.7,CO,2021-12-14 00:30:38
448,Dakar,14.6937,-17.4441,75.33,73,0,6.91,SN,2021-12-14 00:30:38
449,Atambua,-9.1061,124.8925,83.73,65,30,1.36,ID,2021-12-14 00:30:39
450,Tazmalt,36.3868,4.3989,47.05,65,0,4.23,DZ,2021-12-14 00:30:39
451,Kasongo-Lunda,-6.4667,16.8167,70.99,96,100,0.65,CD,2021-12-14 00:30:39
452,Palmas Bellas,9.2319,-80.0867,82.31,85,99,8.84,PA,2021-12-14 00:30:40
453,Henties Bay,-22.116,14.2845,58.86,94,20,3.85,NA,2021-12-14 00:30:40
454,Cedar City,37.6775,-113.0619,43.77,45,90,13.8,US,2021-12-14 00:30:40
455,Diu,20.7141,70.9822,69.53,42,0,9.82,IN,2021-12-14 00:30:41
456,Maloy,61.9353,5.1136,44.33,87,28,8.99,NO,2021-12-14 00:30:41
457,Pochutla,15.7432,-96.4661,82.22,76,0,4.41,MX,2021-12-14 00:30:42
458,Nuuk,64.1835,-51.7216,25.41,86,20,8.05,GL,2021-12-14 00:26:04
459,Dongsheng,39.8161,109.9776,19.9,40,0,12.93,CN,2021-12-14 00:30:42
460,Kaitangata,-46.2817,169.8464,60.93,70,8,10.02,NZ,2021-12-14 00:31:42
461,Nushki,29.5542,66.0215,38.93,38,0,4.09,PK,2021-12-14 00:31:43
462,Namatanai,-3.6667,152.4333,86.05,68,80,7.38,PG,2021-12-14 00:31:43
463,Tangier,35.7806,-5.8137,58.26,82,0,5.75,MA,2021-12-14 00:31:44
464,Marsa Matruh,31.3525,27.2453,58.84,71,1,13.35,EG,2021-12-14 00:31:44
465,Dawei,14.0833,98.2,71.89,69,100,6.71,MM,2021-12-14 00:31:45
466,Tommot,58.9564,126.2925,-12.48,93,100,8.68,RU,2021-12-14 00:31:45
467,Korla,41.7597,86.1469,22.06,63,98,1.54,CN,2021-12-14 00:31:45
468,Ixtapa,20.7,-105.2,78.03,83,1,8.05,MX,2021-12-14 00:31:46
469,Vila Do Maio,15.1333,-23.2167,74.19,74,99,16.98,CV,2021-12-14 00:31:46
470,Mabaruma,8.2,-59.7833,73.09,99,97,3.04,GY,2021-12-14 00:31:46
471,Tsiroanomandidy,-18.7667,46.0333,69.76,78,98,4.85,MG,2021-12-14 00:31:47
472,Yar-Sale,66.8333,70.8333,8.46,94,100,19.35,RU,2021-12-14 00:31:47
473,Trofors,65.5333,13.4063,42.15,90,97,10.13,NO,2021-12-14 00:31:48
474,Marana,32.4367,-111.2254,75.54,37,1,0.0,US,2021-12-14 00:27:09
475,Tougan,13.0667,-3.0667,75.92,16,0,9.06,BF,2021-12-14 00:31:48
476,Nannilam,10.8793,79.6106,71.96,95,100,7.16,IN,2021-12-14 00:31:49
477,Ondangwa,-17.9167,15.95,72.81,69,100,9.66,NA,2021-12-14 00:31:49
478,Slave Lake,55.2834,-114.769,3.18,85,90,12.66,CA,2021-12-14 00:31:50
479,Masty,53.4122,24.5387,28.45,82,48,2.77,BY,2021-12-14 00:31:50
480,Zalantun,48.0,122.7167,9.39,87,100,1.68,CN,2021-12-14 00:31:50
481,Paamiut,61.994,-49.6678,22.98,76,25,3.83,GL,2021-12-14 00:31:51
482,Churapcha,62.0025,132.4325,-39.46,100,47,4.03,RU,2021-12-14 00:31:51
483,Svetlogorsk,52.6333,29.7333,33.51,98,100,6.51,BY,2021-12-14 00:31:52
484,Port Blair,11.6667,92.75,78.84,78,40,5.75,IN,2021-12-14 00:31:52
485,Porvoo,60.3923,25.6651,37.92,97,100,11.88,FI,2021-12-14 00:31:53
486,Sulechow,52.0836,15.6251,44.78,100,100,4.32,PL,2021-12-14 00:31:53
487,Mandi Bahauddin,32.5834,73.4843,49.05,46,0,3.96,PK,2021-12-14 00:31:53
488,Taoudenni,22.6783,-3.9836,64.85,31,100,12.39,ML,2021-12-14 00:31:54
489,Sorong,-0.8833,131.25,81.95,83,100,7.58,ID,2021-12-14 00:31:54
490,Cap Malheureux,-19.9842,57.6142,75.69,75,9,1.99,MU,2021-12-14 00:31:08
491,Bairiki,1.3292,172.9752,86.0,66,20,11.5,KI,2021-12-14 00:31:55
492,Maldonado,-34.6667,-54.9167,67.23,76,100,6.26,UY,2021-12-14 00:31:55
493,Villaviciosa,43.4813,-5.4357,50.16,100,0,4.09,ES,2021-12-14 00:31:55
494,Ambatondrazaka,-17.8333,48.4167,66.81,79,91,5.5,MG,2021-12-14 00:31:56
495,Panglao,9.5781,123.7458,81.21,77,77,19.64,PH,2021-12-14 00:31:56
496,Samarai,-10.6167,150.6667,84.81,73,94,11.81,PG,2021-12-14 00:31:57
497,Shizuishan,39.2333,106.7694,24.37,35,0,1.5,CN,2021-12-14 00:31:57
498,North Bend,43.4065,-124.2243,44.51,90,90,10.36,US,2021-12-14 00:31:57
499,Pospelikha,51.95,81.7667,7.52,96,100,5.19,RU,2021-12-14 00:31:58
500,Baft,29.234,56.6057,36.95,29,0,2.95,IR,2021-12-14 00:30:33
501,Yeppoon,-23.1333,150.7333,83.98,63,60,10.36,AU,2021-12-14 00:31:58
502,Cabra,37.4725,-4.4421,52.39,74,0,2.62,ES,2021-12-14 00:31:59
503,Neiafu,-18.65,-173.9833,84.88,70,40,6.91,TO,2021-12-14 00:32:59
504,Aquiraz,-3.9014,-38.3911,85.21,66,64,13.67,BR,2021-12-14 00:32:59
505,Marovoay,-16.1,46.6333,78.94,75,0,4.18,MG,2021-12-14 00:33:00
506,Waipawa,-41.4122,175.5153,57.45,99,100,3.78,NZ,2021-12-14 00:33:00
507,Subiaco,41.9254,13.0941,44.04,72,6,5.32,IT,2021-12-14 00:33:01
508,Marshall,34.3834,-86.3333,51.55,74,1,4.61,US,2021-12-14 00:33:01
509,Loukhi,66.0764,33.0381,16.77,98,76,4.83,RU,2021-12-14 00:33:01
510,Mysen,59.5535,11.3258,36.63,97,100,2.98,NO,2021-12-14 00:33:02
511,Brigantine,39.4101,-74.3646,46.45,64,1,5.75,US,2021-12-14 00:29:44
512,Vardo,70.3705,31.1107,35.76,90,100,18.14,NO,2021-12-14 00:33:03
513,Juneau,58.3019,-134.4197,21.25,93,20,0.0,US,2021-12-14 00:30:13
514,Koshurnikovo,54.1667,93.3,4.08,98,100,1.54,RU,2021-12-14 00:33:03
515,Luena,-11.7833,19.9167,61.92,94,98,2.66,AO,2021-12-14 00:33:04
516,Honningsvag,70.9821,25.9704,36.16,72,70,15.28,NO,2021-12-14 00:33:04
517,La Mana,-0.9333,-79.2167,83.89,95,100,0.78,EC,2021-12-14 00:33:05
518,Ames,42.0347,-93.6199,46.31,69,1,3.0,US,2021-12-14 00:28:19
519,Tambovka,50.0969,128.0489,-12.89,100,80,4.52,RU,2021-12-14 00:33:05
520,Easton,40.6884,-75.2207,47.48,46,1,4.0,US,2021-12-14 00:33:05
521,Srednekolymsk,67.45,153.6833,-19.39,96,100,4.52,RU,2021-12-14 00:33:06
522,Keetmanshoop,-26.5833,18.1333,61.47,53,0,8.72,NA,2021-12-14 00:33:06
523,Noumea,-22.2763,166.4572,81.0,99,100,12.03,NC,2021-12-14 00:33:06
524,Kirakira,-10.4544,161.9205,81.55,86,100,9.93,SB,2021-12-14 00:33:07
525,Priargunsk,50.3691,119.1012,-8.81,100,64,2.44,RU,2021-12-14 00:33:07
526,Istanbul,41.0351,28.9833,54.07,87,75,12.66,TR,2021-12-14 00:33:08
527,Dalvik,65.9702,-18.5286,28.33,76,100,9.4,IS,2021-12-14 00:33:08
528,Cairns,-16.9167,145.7667,89.55,48,40,13.8,AU,2021-12-14 00:33:08
529,Olinda,-8.0089,-34.8553,76.73,94,75,3.44,BR,2021-12-14 00:33:09
530,Portland,45.5234,-122.6762,42.98,92,90,3.0,US,2021-12-14 00:29:05
531,Zabol,32.25,67.25,26.64,53,0,7.07,AF,2021-12-14 00:33:09
532,Nouadhibou,20.931,-17.0347,64.38,63,5,17.27,MR,2021-12-14 00:33:10
533,Inhambane,-23.865,35.3833,77.14,91,100,5.19,MZ,2021-12-14 00:33:10
534,Derzhavinsk,51.1,66.3167,-0.83,94,75,4.88,KZ,2021-12-14 00:33:10
535,Voka,59.3997,27.5817,32.63,95,100,11.05,EE,2021-12-14 00:33:11
536,Marzuq,14.4,46.4667,52.18,52,18,3.42,YE,2021-12-14 00:33:11
537,Saveh,35.0213,50.3566,44.4,54,19,2.73,IR,2021-12-14 00:33:11
538,Santiago Del Estero,-27.7951,-64.2615,66.97,92,100,8.01,AR,2021-12-14 00:31:33
539,Pedasi,7.5333,-80.0333,76.06,81,5,9.31,PA,2021-12-14 00:33:12
540,Shadrinsk,56.0852,63.6335,18.72,79,100,11.5,RU,2021-12-14 00:33:12
541,Miri,4.4148,114.0089,77.14,94,40,4.61,MY,2021-12-14 00:33:13
542,Aykhal,66.0,111.5,-38.45,100,51,3.58,RU,2021-12-14 00:33:13
543,Atchison,39.563,-95.1216,53.37,54,59,7.99,US,2021-12-14 00:32:33
544,Chumikan,54.7183,135.315,-1.43,78,14,25.28,RU,2021-12-14 00:33:14
545,Plettenberg Bay,-34.0527,23.3716,62.6,90,99,5.5,ZA,2021-12-14 00:33:14
546,Abalak,58.1286,68.5944,10.45,96,100,4.92,RU,2021-12-14 00:33:14
547,Grootfontein,-19.5667,18.1167,67.57,64,3,4.61,NA,2021-12-14 00:34:15
548,Luba,3.4568,8.5547,80.49,85,100,6.29,GQ,2021-12-14 00:34:15
549,Mongomo,1.6274,11.3135,69.12,99,38,2.44,GQ,2021-12-14 00:34:16
550,Kem,64.9555,34.5793,23.56,95,80,7.87,RU,2021-12-14 00:34:16
551,Monte Patria,-30.6919,-70.9467,65.17,52,0,4.16,CL,2021-12-14 00:34:16
552,Tilichiki,60.4667,166.1,14.5,79,100,24.54,RU,2021-12-14 00:34:17
553,Molina,-35.1167,-71.2833,69.53,37,60,8.05,CL,2021-12-14 00:34:17
554,Jizan,17.3333,42.6667,74.34,72,7,5.5,SA,2021-12-14 00:34:17
